session_id,timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,yaw,latitude,longitude,altitude,speed,accuracy,heartRate,spo2,pressure,activity
SESSION_20260901_205752_B498,1788276473771,0.21787235,-0.33518824,9.507375,-0.008552114,-0.002443461,0.0,1.8054198,-1.3945317,-11.215956,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473771,0.21787235,-0.33518824,9.507375,-0.008552114,-0.002443461,0.0012217305,1.8054198,-1.3945317,-11.215956,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473771,0.21787235,-0.33518824,9.507375,-0.008552114,-0.002443461,0.0012217305,1.8090981,-1.3896701,-11.216685,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473791,0.14604631,-0.30166942,9.617508,-0.008552114,-0.002443461,0.0012217305,1.8090981,-1.3896701,-11.216685,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473791,0.14604631,-0.30166942,9.617508,-0.007330383,-0.002443461,0.0012217305,1.8090981,-1.3896701,-11.216685,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473791,0.14604631,-0.30166942,9.617508,-0.007330383,-0.002443461,0.0012217305,1.8166922,-1.3824642,-11.217517,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473811,0.24899697,-0.17717093,9.598354,-0.007330383,-0.002443461,0.0012217305,1.8166922,-1.3824642,-11.217517,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473811,0.24899697,-0.17717093,9.598354,-0.009773844,-0.002443461,0.0012217305,1.8166922,-1.3824642,-11.217517,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473811,0.24899697,-0.17717093,9.598354,-0.009773844,-0.002443461,0.0012217305,1.8220302,-1.3662508,-11.219305,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473831,0.23702596,-0.36870706,9.524135,-0.009773844,-0.002443461,0.0012217305,1.8220302,-1.3662508,-11.219305,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
